"CSSE 332 Operating Systems   3R-3L-4C  W,S  Prereq: CSSE220 or CSSE221, and CSSE132 or CSSE232","CSSE 332 Operating Systems   3R-3L-4C  W,S  Prereq: CSSE220 or CSSE221, and CSSE132 or CSSE232Students learn fundamental concepts of modern operating systems by studying how and why operating systems have evolved. Topics include CPU scheduling, process synchronization, memory management, file systems, I/O systems, privacy and security, and performance evaluation. Students implement parts of an operating system as a means of exploring the details of some of these topics."
CSSE 333 Database Systems   3R-3L-4C  W  Prereq: MA275 and CSSE230 (or concurrent enrollment in CSSE230),"CSSE 333 Database Systems   3R-3L-4C  W  Prereq: MA275 and CSSE230 (or concurrent enrollment in CSSE230) Relational database systems, with emphasis on entity relationship diagrams for data modeling. Properties and roles of transactions. SQL for data definition and data manipulation. Use of contemporary API's for access to the database. Enterprise examples provided from several application domains. The influence of design on the use of indexes, views, sequences, joins, and triggers. Physical level data structures: B+ trees and RAID. Survey of object databases."
CSSE 335 Introduction to Parallel Computing   4R-0L-4C  S (odd years)  Prereq: MA212 and programming experience,CSSE 335 Introduction to Parallel Computing   4R-0L-4C  S (odd years)  Prereq: MA212 and programming experiencePrinciples of scientific computation on parallel computers. Algorithms for the solution of linear systems and other scientific computing problems on parallel machines. Course includes a major project on RHIT's parallel cluster. Same as MA 335.
"CSSE 351 Computer Graphics   4R-0L-4C  F  Prereq: CSSE220 or CSSE221, and MA212","CSSE 351 Computer Graphics   4R-0L-4C  F  Prereq: CSSE220 or CSSE221, and MA212Computer graphics algorithms, hardware and software. Line generators, affine transformations, line and polygon clipping, interactive techniques, perspective projection, solid modeling, hidden surface algorithms, lighting models, shading, and graphics standards. Programming assignments and a final project are required."
"CSSE 371 Software Requirements Engineering   3R-3L-4C  F  Prereq: CSSE230, RH330, and Junior standing","CSSE 371 Software Requirements Engineering   3R-3L-4C  F  Prereq: CSSE230, RH330, and Junior standingBasic concepts and principles of software requirements engineering, its tools and techniques, and methods for modeling software systems. Topics include requirements elicitation, prototyping, functional and non-functional requirements, object-oriented techniques, and requirements tracking."
CSSE 372 Software Project Management   4R-0L-4C  F  Co-requ: CSSE371,"CSSE 372 Software Project Management   4R-0L-4C  F  Co-requ: CSSE371Major issues and techniques of project management. Project evaluation and selection, scope management, team building, stakeholder management, risk assessment, scheduling, quality, rework, negotiation, and conflict management. Professional issues including career planning, lifelong learning, software engineering ethics, and the licensing and certification of software professionals."
CSSE 373 Formal Methods in Specification and Design   4R-0L-4C  S  Prereq: CSSE230 and MA275,"CSSE 373 Formal Methods in Specification and Design   4R-0L-4C  S  Prereq: CSSE230 and MA275Introduction to the use of mathematical models of software systems for their specification and validation. Topics include finite state machine models, models of concurrent systems, verification of models, and limitations of these techniques."
CSSE 374 Software Design   3R-3L-4C  W  Prereq: CSSE371,"CSSE 374 Software Design   3R-3L-4C  W  Prereq: CSSE371Introduction to the architecture and design of complete software systems, building on components and patterns. Topics include architectural principles and alternatives, design documentation, and relationships between levels of abstraction."
CSSE 375 Software Construction and Evolution   3R-3L-4C  S  Prereq: CSSE374,"CSSE 375 Software Construction and Evolution   3R-3L-4C  S  Prereq: CSSE374Issues, methods and techniques associated with constructing software. Topics include detailed design methods and notations, implementation tools, coding standards and styles, peer review techniques, and maintenance issues."
CSSE 376 Software Quality Assurance   4R-0L-4C  S  Prereq: CSSE230,"CSSE 376 Software Quality Assurance   4R-0L-4C  S  Prereq: CSSE230Theory and practice of determining whether a product conforms to its specification and intended use. Topics include software quality assurance methods, test plans and strategies, unit level and system level testing, software reliability, peer review methods, and configuration control responsibilities in quality assurance."
CSSE 402 Theory and Practice of Garbage Collection   4R-0L-4C  S (even years) Prereq: CSSE332,"CSSE 402 Theory and Practice of Garbage Collection   4R-0L-4C  S (even years) Prereq: CSSE332Garbage collection (GC) is a method of automatically reclaiming dynamically allocated storage that anapplication no longer needs. In this course, students will explore the classical problems of garbagecollection such as detecting unused objects and reclaiming the space allocated to them. Students willsurvey the GC literature to become familiar with the current state of the art and future researchdirections. Students will explore techniques used to implement state-of-the-art garbage collectionalgorithms and will design and implement garbage collectors for a memory-managed language (e.g.,Java, C#, php, or Python)."
CSSE 403 Programming Language Paradigms   4R-0L-4C  F (even years) Prereq: CSSE304,"CSSE 403 Programming Language Paradigms   4R-0L-4C  F (even years) Prereq: CSSE304A survey of some current and emerging programming languages, focusing on unique language paradigms-ways of structuring solutions or manipulating data. Examples of paradigms include dynamic programming languages, object-oriented programming, highly parallelizable code, and functional programming. Emphasizes developing independent learning techniques that will allow students to acquire skills in new languages quickly. Students will develop basic skills in at least three different languages representing distinct paradigms. They will also be exposed to a selection of other languages. Includes a substantial team project."
"CSSE 404 Compiler Construction   4R-0L-4C  S  Prereq: CSSE232, CSSE304, and CSSE/MA474","CSSE 404 Compiler Construction   4R-0L-4C  S  Prereq: CSSE232, CSSE304, and CSSE/MA474Theory and practice of programming language translation. Lexical analysis, syntax analysis, parser generators, abstract syntax, symbol tables, semantic analysis, intermediate languages, code generation, code optimization, run-time storage management, error handling. Students will construct a complete compiler for a small language."
CSSE 413 Artificial Intelligence   4R-0L-4C  F  Prereq: CSSE230,CSSE 413 Artificial Intelligence   4R-0L-4C  F  Prereq: CSSE230Students investigate how to model and implement intelligent behavior using computers. Topics are chosen from how machines can: solve problems; reason and use knowledge; learn from experience; and perceive and act. Students explore these topics by implementing many of the ideas in software. Readings are drawn both from a textbook and from technical papers in recent conferences and journals.
CSSE 432 Computer Networks  4R-0L-4C  S  Prereq: CSSE220 or CSSE221,"CSSE 432 Computer Networks  4R-0L-4C  S  Prereq: CSSE220 or CSSE221Organization, design, and implementation of computer networks, especially the Internet. Network protocols, protocol layering, flow control, congestion control, error control, packet organization, routing, gateways, connection establishment and maintenance, machine and domain naming, security. Each of the top four layers of the Internet protocol stack: application (FTP, HTTP, SMTP), transport (TCP, UDP), network (IP), link (Ethernet)."
CSSE 433 Advanced Database Systems   4R-0L-4C  S  Prereq: CSSE333,"CSSE 433 Advanced Database Systems   4R-0L-4C  S  Prereq: CSSE333Topics selected from object-oriented databases, object-relational databases, query processing, transactions, transaction logging, concurrency control, database recovery, parallel and distributed databases, security and integrity, data mining and data warehousing."
CSSE 442 Computer Security   4R-0L-4C  W  Prereq: CSSE332 and MA275,"CSSE 442 Computer Security   4R-0L-4C  W  Prereq: CSSE332 and MA275This course introduces ethical, theoretical, and practical issues of information security in computing systems. Implications of relevant professional codes of ethics are a recurring theme of the course. Foundational topics include access control matrices and standard system models, as well as policies for security, confidentiality, and integrity. Implementation issues include key management, cipher techniques, authentication, principles of secure design, representation of identity, access control mechanisms, information flow, life cycle issues, and formal evaluation and certification techniques. Additional topics include malicious logic, vulnerability analysis, and auditing. Computer network attack techniques are discussed and explored in a closed environment to motivate and inform discussion and exploration of computer network defense techniques."
CSSE 451 Advanced Computer Graphics   4R-0L-4C  W  (even years) Prereq: CSSE 351,"CSSE 451 Advanced Computer Graphics   4R-0L-4C  W  (even years) Prereq: CSSE 351Advanced topics in computer graphics. Topics will be drawn from current graphics research and will vary, but generally will include ray tracing, radiosity, physically-based modeling, animation, and stereoscopic viewing. Programming assignments and a research project are required."
CSSE 453 Topics in Artificial Intelligence   R-0L-4C Arr Prereq: CSSE 413,CSSE 453 Topics in Artificial Intelligence   R-0L-4C Arr Prereq: CSSE 413Advanced topics in artificial intelligence. Topics will vary. Past topics have included machine game playing and machine learning. May be repeated for credit if topic is different.
"CSSE 461 Computer Vision   4R-0L-4C S (odd years) Prereq: CSSE220 or CSSE221, and MA212 (MA371 or MA373 recommended)","CSSE 461 Computer Vision   4R-0L-4C S (odd years) Prereq: CSSE220 or CSSE221, and MA212 (MA371 or MA373 recommended)An introduction to 3D computer vision techniques. Both theory and practical applications will be covered. Major topics include image features, camera calibration, stereopsis, motion, shape from x, and recognition."
"CSSE 463 Image Recognition   4R-0L-4C  W  Prereq: Junior standing, MA212 and programming experience","CSSE 463 Image Recognition   4R-0L-4C  W  Prereq: Junior standing, MA212 and programming experienceIntroduces statistical pattern recognition of visual data; low-level visual feature extraction (color, shape, edges); clustering and classification techniques. Applies knowledge to various application domains through exercises, large programming projects in Matlab, and an independent research project. Familiarity with probability distributions will be helpful, but not required."
CSSE 473 Design and Analysis of Algorithms   4R-0L-4C F Prereq: CSSE230 and MA375,"CSSE 473 Design and Analysis of Algorithms   4R-0L-4C F Prereq: CSSE230 and MA375Students study techniques for designing algorithms and for analyzing the time and space efficiency of algorithms. The algorithm design techniques include divide-and-conquer, greedy algorithms, dynamic programming, randomized algorithms and parallel algorithms. The algorithm analysis includes computational models, best/average/worst case analysis, and computational complexity (including lower bounds and NP-completeness). Same as MA 473."
CSSE 474 Theory of Computation   4R-0L-4C W Prereq: CSSE230 and MA375,"CSSE 474 Theory of Computation   4R-0L-4C W Prereq: CSSE230 and MA375Students study mathematical models by which to answer three questions: What is a computer? What limits exist on what problems computers can solve? What does it mean for a problem to be hard? Topics include models of computation (including Turing machines), undecidability (including the Halting Problem) and computational complexity (including NP-completeness). Same as MA 474."
CSSE 477 Software Architecture   4R-0L-4C  F  Prereq: CSSE374 or consent of instructor,"CSSE 477 Software Architecture   4R-0L-4C  F  Prereq: CSSE374 or consent of instructorThis is a second course in the architecture and design of complete software systems, building on components and patterns. Topics include architectural principles and alternatives, design documentation, relationships between levels of abstraction, theory and practice of human interface design, creating systems which can evolve, choosing software sources and strategies, prototyping and documenting designs, and employing patterns for reuse. How to design systems which a team of developers can implement, and which will be successful in the real world."
"CSSE 479 Cryptography   4R-0L-4C  S  Prereq: CSSE220 or CSSE221, and MA275","CSSE 479 Cryptography   4R-0L-4C  S  Prereq: CSSE220 or CSSE221, and MA275Introduction to basic ideas of modern cryptography with emphasis on mathematical background and practical implementation. Topics include: the history of cryptography and cryptanalysis, public and private key cryptography, digital signatures, and limitations of modern cryptography. Touches upon some of the societal issues of cryptography. Same as MA 479."
CSSE 481 Web-Based Information Systems   4R-0L-4C  F (odd years)  Prereq: CSSE230,"CSSE 481 Web-Based Information Systems   4R-0L-4C  F (odd years)  Prereq: CSSE230In this course, students learn about several aspects of research: thinking creatively about interesting research problems, researching existing work in a chosen area, and keeping current in a field. Students are exposed to the process of research by writing a pre-proposal for a project that advances the web. Projects either develop new web-technologies or applications or investigate a topic of importance. Based on feedback received, groups of students write a research proposal which goes through a formal peer review process. Approved projects are pursued for the remainder of the quarter. Students present current research as well as give a final presentation of their group project. Selected web-technologies are introduced; in the past, these have included CGI programming and XML technologies."
CSSE487 Senior Research Project I   4C  Arranged  Prereq: RH330 and senior standing,"CSSE487 Senior Research Project I   4C  Arranged  Prereq: RH330 and senior standingIndividual or group research on an unsolved technical problem. The problem is expected to be at an advanced level and have an appropriate client. A prototype system, a technical report, and a public presentation are required."
CSSE488 Senior Research Project II   4C  Arranged  Prereq: CSSE487,"CSSE488 Senior Research Project II   4C  Arranged  Prereq: CSSE487Individual or group research on an unsolved technical problem. The problem is expected to be at an advanced level and have an appropriate client. A prototype system, a technical report, and a public presentation are required."
CSSE489 Senior Research Project III   4C  Arranged Prereq: CSSE488,"CSSE489 Senior Research Project III   4C  Arranged Prereq: CSSE488Individual or group research on an unsolved technical problem. The problem is expected to be at an advanced level and have an appropriate client. A prototype system, a technical report, and a public presentation are required."
CSSE 490 Special Topics in Computer Science   1-4C  Arranged  Prereq: Permission of instructor,CSSE 490 Special Topics in Computer Science   1-4C  Arranged  Prereq: Permission of instructorSelected topics of current interest. May be repeated for credit if topic is different.
CSSE 491 Directed Independent Studies 1-4C Arr Prerequisite: Permission of instructor and department head,CSSE 491 Directed Independent Studies 1-4C Arr Prerequisite: Permission of instructor and department headIndependent study of an advanced subject not included in regularly offered courses. May be repeated for credit if topic or level is different.
CSSE 492 Undergraduate Research in Computer Science  1-4C Arranged  Prereq: Permission of instructor and department head,CSSE 492 Undergraduate Research in Computer Science  1-4C Arranged  Prereq: Permission of instructor and department headResearch under direction of a faculty member. Presentation of preliminary and final results to departmental seminar. Presentation of work at professional meetings or by publication in professional journals is strongly encouraged. May be repeated for credit if topic or level is different.
CSSE 493 Undergraduate Research in Software Engineering  1-4C  Arranged  Prereq: Permission of instructor and department head,CSSE 493 Undergraduate Research in Software Engineering  1-4C  Arranged  Prereq: Permission of instructor and department headResearch under direction of a faculty member. Presentation of preliminary and final results to departmental seminar. Presentation of work at professional meetings or by publication in professional journals is strongly encouraged. May be repeated for credit if topic or level is different.
CSSE 494 Senior Thesis I   4C  Arranged  Prerequisite: RH330 and Permission of instructor and department head,CSSE 494 Senior Thesis I   4C  Arranged  Prerequisite: RH330 and Permission of instructor and department headIndividual study and research of a topic in computer science or software engineering. Topic is expected to be at an advanced level. Research paper and presentation to department seminar are required.
CSSE 495 Senior Thesis II   4C  Arranged  Prerequisite: CSSE494,CSSE 495 Senior Thesis II   4C  Arranged  Prerequisite: CSSE494Individual study and research of a topic in computer science or software engineering. Topic is expected to be at an advanced level. Research paper and presentation to department seminar are required.
CSSE 496 Senior Thesis III   4C  Arranged  Prerequisite: CSSE495,CSSE 496 Senior Thesis III   4C  Arranged  Prerequisite: CSSE495Individual study and research of a topic in computer science or software engineering. Topic is expected to be at an advanced level. Research paper and presentation to department seminar are required.
CSSE 497 Senior Project I   4C  F  Prerequisite: CSSE371,"CSSE 497 Senior Project I   4C  F  Prerequisite: CSSE371Group software engineering project requiring completion of a software system for an approved client. Tasks include project planning, risk analysis, use of standards, prototyping, configuration management, quality assurance, project reviews and reports, team management and organization, copyright, liability, and handling project failure."
CSSE 498 Senior Project II   4C  W  Prerequisite: CSSE 374 and CSSE497,"CSSE 498 Senior Project II   4C  W  Prerequisite: CSSE 374 and CSSE497Group software engineering project requiring completion of a software system for an approved client. Tasks include project planning, risk analysis, use of standards, prototyping, configuration management, quality assurance, project reviews and reports, team management and organization, copyright, liability, and handling project failure."
CSSE 499 Senior Project III   4C  S  Prerequisite: CSSE498,"CSSE 499 Senior Project III   4C  S  Prerequisite: CSSE498Group software engineering project requiring completion of a software system for an approved client. Tasks include project planning, risk analysis, use of standards, prototyping, configuration management, quality assurance, project reviews and reports, team management and organization, copyright, liability, and handling project failure."
